Date,ATM_ID,Event_Type,Event_Detail,Amount,Status,Response_Time(mins)
03-03-2023,ATM_3,Transaction,Card Reader Error,,Completed,45
03-03-2023,ATM_4,Transaction,Dispensing Error,,Completed,29
03-03-2023,ATM_5,Transaction,Cash Loaded,4004.200806,Completed,23
03-03-2023,ATM_5,Transaction,Routine Maintenance,2724.95373,Pending,40
03-03-2023,ATM_6,Transaction,Routine Maintenance,3860.640672,Completed,57
03-03-2023,ATM_6,Error,Dispensing Error,4169.143893,Completed,42
03-03-2023,ATM_7,Error,Card Reader Error,,Failed,25
03-03-2023,ATM_7,Cash Replenishment,Successful Transaction,1145.846262,Failed,39
03-03-2023,ATM_7,Transaction,Card Reader Error,,Completed,12
03-03-2023,ATM_8,Cash Replenishment,Successful Transaction,3780.645282,Failed,60
03-03-2023,ATM_8,Cash Replenishment,Routine Maintenance,281.0888874,Completed,11
03-03-2023,ATM_9,Transaction,Card Reader Error,,Completed,52
03-03-2023,ATM_9,Error,Card Reader Error,4317.777615,Failed,30
03-03-2023,ATM_9,Error,Dispensing Error,258.5819568,Failed,45
03-03-2023,ATM_9,Error,Dispensing Error,1164.318206,Completed,50
03-03-2023,ATM_10,Transaction,Cash Loaded,242.5211599,Completed,17
03-03-2023,ATM_10,Error,Cash Loaded,4747.604491,Completed,30
03-03-2023,ATM_10,Cash Replenishment,Routine Maintenance,,Failed,11
03-03-2023,ATM_10,Cash Replenishment,Cash Loaded,,Completed,60
03-03-2023,ATM_10,Maintenance,Dispensing Error,4510.56831,Failed,40
04-03-2023,ATM_1,Cash Replenishment,Routine Maintenance,,Completed,57
04-03-2023,ATM_1,Error,Card Reader Error,948.7149427,Failed,30
04-03-2023,ATM_2,Cash Replenishment,Routine Maintenance,4199.806218,Pending,55
04-03-2023,ATM_2,Transaction,Cash Loaded,,Pending,15
04-03-2023,ATM_3,Transaction,Successful Transaction,,Failed,46
04-03-2023,ATM_3,Transaction,Routine Maintenance,,Completed,19
04-03-2023,ATM_3,Cash Replenishment,Cash Loaded,3377.775208,Pending,43
04-03-2023,ATM_3,Error,Dispensing Error,,Failed,55
04-03-2023,ATM_3,Cash Replenishment,Routine Maintenance,,Failed,6
04-03-2023,ATM_4,Transaction,Cash Loaded,3826.623295,Failed,27
04-03-2023,ATM_4,Error,Routine Maintenance,,Completed,46
04-03-2023,ATM_4,Maintenance,Dispensing Error,3755.24674,Failed,40
04-03-2023,ATM_4,Error,Routine Maintenance,3460.982927,Pending,56
04-03-2023,ATM_5,Transaction,Routine Maintenance,3914.89472,Pending,14
04-03-2023,ATM_5,Transaction,Routine Maintenance,3990.2975,Pending,37
04-03-2023,ATM_5,Cash Replenishment,Cash Loaded,,Completed,34
04-03-2023,ATM_5,Transaction,Dispensing Error,166.477348,Pending,19
04-03-2023,ATM_6,Transaction,Routine Maintenance,,Completed,43
04-03-2023,ATM_7,Transaction,Successful Transaction,,Pending,12
04-03-2023,ATM_8,Transaction,Card Reader Error,,Pending,13
04-03-2023,ATM_8,Error,Dispensing Error,2698.809535,Completed,39
04-03-2023,ATM_9,Maintenance,Cash Loaded,534.461569,Pending,18
04-03-2023,ATM_9,Maintenance,Card Reader Error,1815.682537,Failed,32
04-03-2023,ATM_9,Error,Routine Maintenance,,Pending,35
04-03-2023,ATM_9,Transaction,Cash Loaded,151.6105583,Pending,15
04-03-2023,ATM_9,Error,Routine Maintenance,2309.825734,Pending,18
04-03-2023,ATM_10,Maintenance,Successful Transaction,,Completed,17
04-03-2023,ATM_10,Maintenance,Routine Maintenance,,Failed,46
04-03-2023,ATM_10,Error,Dispensing Error,,Completed,56
05-03-2023,ATM_1,Cash Replenishment,Successful Transaction,4771.850853,Completed,12
05-03-2023,ATM_1,Transaction,Successful Transaction,,Failed,34
05-03-2023,ATM_1,Error,Cash Loaded,,Pending,28
05-03-2023,ATM_1,Cash Replenishment,Cash Loaded,1591.134096,Pending,26
05-03-2023,ATM_2,Maintenance,Dispensing Error,4624.81676,Completed,38
05-03-2023,ATM_2,Error,Card Reader Error,3664.924845,Failed,40
05-03-2023,ATM_2,Transaction,Successful Transaction,2482.978136,Failed,11
05-03-2023,ATM_2,Maintenance,Routine Maintenance,,Completed,20
05-03-2023,ATM_3,Transaction,Cash Loaded,1509.136523,Failed,25
05-03-2023,ATM_4,Cash Replenishment,Routine Maintenance,552.4122691,Failed,31
05-03-2023,ATM_4,Transaction,Successful Transaction,3891.276305,Failed,8
05-03-2023,ATM_4,Transaction,Routine Maintenance,4676.484722,Failed,56
05-03-2023,ATM_4,Cash Replenishment,Routine Maintenance,2214.861956,Completed,10
05-03-2023,ATM_5,Error,Routine Maintenance,,Failed,57
05-03-2023,ATM_5,Maintenance,Successful Transaction,,Completed,21
05-03-2023,ATM_5,Cash Replenishment,Card Reader Error,4077.442794,Pending,22
05-03-2023,ATM_6,Cash Replenishment,Routine Maintenance,,Pending,46
05-03-2023,ATM_6,Error,Routine Maintenance,4790.606885,Failed,39
05-03-2023,ATM_6,Transaction,Dispensing Error,1658.845729,Failed,42
05-03-2023,ATM_7,Transaction,Card Reader Error,2151.262794,Failed,41
05-03-2023,ATM_7,Cash Replenishment,Cash Loaded,2006.773046,Completed,19
05-03-2023,ATM_7,Cash Replenishment,Routine Maintenance,2248.633033,Pending,8
05-03-2023,ATM_7,Error,Successful Transaction,919.9876413,Pending,47
05-03-2023,ATM_8,Maintenance,Routine Maintenance,1582.294203,Completed,52
05-03-2023,ATM_8,Maintenance,Card Reader Error,,Pending,60
05-03-2023,ATM_8,Error,Routine Maintenance,4143.299033,Failed,37
05-03-2023,ATM_8,Error,Dispensing Error,814.3281337,Failed,46
05-03-2023,ATM_8,Cash Replenishment,Card Reader Error,3174.234186,Pending,8
05-03-2023,ATM_9,Transaction,Successful Transaction,2535.130758,Failed,29
05-03-2023,ATM_9,Maintenance,Successful Transaction,,Pending,41
05-03-2023,ATM_9,Cash Replenishment,Card Reader Error,819.9866404,Failed,38
05-03-2023,ATM_9,Cash Replenishment,Cash Loaded,4933.505405,Completed,57
05-03-2023,ATM_9,Maintenance,Routine Maintenance,4847.843174,Pending,41
05-03-2023,ATM_10,Transaction,Routine Maintenance,,Completed,59
05-03-2023,ATM_10,Error,Card Reader Error,,Failed,50
05-03-2023,ATM_10,Error,Dispensing Error,,Pending,54
05-03-2023,ATM_10,Transaction,Cash Loaded,,Completed,28
06-03-2023,ATM_1,Cash Replenishment,Routine Maintenance,382.1079742,Completed,6
06-03-2023,ATM_1,Transaction,Cash Loaded,,Pending,53
06-03-2023,ATM_1,Transaction,Dispensing Error,,Failed,59
06-03-2023,ATM_1,Error,Cash Loaded,,Failed,31
06-03-2023,ATM_1,Error,Card Reader Error,,Completed,17
06-03-2023,ATM_2,Maintenance,Cash Loaded,3938.970192,Pending,17
06-03-2023,ATM_2,Error,Routine Maintenance,,Failed,34
06-03-2023,ATM_2,Cash Replenishment,Routine Maintenance,,Completed,18
06-03-2023,ATM_3,Error,Routine Maintenance,4840.272669,Pending,49
06-03-2023,ATM_3,Cash Replenishment,Routine Maintenance,2009.625661,Completed,9
06-03-2023,ATM_3,Maintenance,Cash Loaded,,Failed,47
06-03-2023,ATM_4,Error,Cash Loaded,1290.348948,Completed,32
06-03-2023,ATM_4,Maintenance,Successful Transaction,,Pending,22
06-03-2023,ATM_4,Error,Successful Transaction,,Failed,10
06-03-2023,ATM_4,Cash Replenishment,Card Reader Error,1378.637648,Pending,7
06-03-2023,ATM_5,Error,Dispensing Error,1500.496127,Pending,57
06-03-2023,ATM_5,Error,Successful Transaction,3958.962852,Failed,21
06-03-2023,ATM_5,Error,Successful Transaction,2442.722309,Completed,16
06-03-2023,ATM_5,Error,Successful Transaction,,Completed,9
06-03-2023,ATM_5,Transaction,Card Reader Error,,Completed,58
06-03-2023,ATM_6,Transaction,Dispensing Error,,Pending,50
06-03-2023,ATM_6,Error,Dispensing Error,2161.704878,Failed,17
06-03-2023,ATM_6,Error,Routine Maintenance,,Failed,27
06-03-2023,ATM_6,Error,Card Reader Error,1443.578058,Failed,56
06-03-2023,ATM_6,Error,Routine Maintenance,,Pending,17
06-03-2023,ATM_7,Maintenance,Successful Transaction,,Pending,56
06-03-2023,ATM_7,Cash Replenishment,Dispensing Error,4520.784743,Pending,28
06-03-2023,ATM_7,Error,Dispensing Error,2652.922741,Failed,43
06-03-2023,ATM_8,Transaction,Cash Loaded,2490.19205,Pending,34
06-03-2023,ATM_8,Error,Successful Transaction,4260.572435,Failed,21
06-03-2023,ATM_8,Maintenance,Cash Loaded,485.636183,Completed,42
06-03-2023,ATM_8,Transaction,Cash Loaded,1983.566698,Pending,60
06-03-2023,ATM_8,Transaction,Card Reader Error,,Completed,12
06-03-2023,ATM_9,Cash Replenishment,Cash Loaded,3787.640497,Completed,29
06-03-2023,ATM_9,Transaction,Card Reader Error,3816.588467,Failed,26
06-03-2023,ATM_9,Transaction,Routine Maintenance,,Completed,23
06-03-2023,ATM_9,Error,Card Reader Error,,Pending,31
06-03-2023,ATM_9,Error,Cash Loaded,2703.709935,Pending,51
06-03-2023,ATM_10,Maintenance,Successful Transaction,,Failed,26
06-03-2023,ATM_10,Error,Card Reader Error,1244.823325,Failed,19
06-03-2023,ATM_10,Maintenance,Dispensing Error,,Failed,57
06-03-2023,ATM_10,Error,Cash Loaded,,Completed,53
07-03-2023,ATM_1,Error,Card Reader Error,,Failed,19
07-03-2023,ATM_1,Cash Replenishment,Card Reader Error,3597.384715,Failed,53
07-03-2023,ATM_2,Maintenance,Cash Loaded,,Failed,35
07-03-2023,ATM_3,Error,Cash Loaded,,Failed,22
07-03-2023,ATM_3,Maintenance,Routine Maintenance,,Pending,29
07-03-2023,ATM_3,Cash Replenishment,Cash Loaded,2910.571596,Completed,13
07-03-2023,ATM_3,Error,Successful Transaction,,Pending,5
07-03-2023,ATM_4,Maintenance,Dispensing Error,,Completed,14
07-03-2023,ATM_4,Maintenance,Routine Maintenance,,Failed,59
07-03-2023,ATM_4,Error,Cash Loaded,,Completed,54
07-03-2023,ATM_4,Error,Card Reader Error,,Failed,41
07-03-2023,ATM_5,Error,Routine Maintenance,3891.830871,Pending,35
07-03-2023,ATM_5,Error,Cash Loaded,4678.672445,Pending,27
07-03-2023,ATM_5,Error,Successful Transaction,,Failed,33
07-03-2023,ATM_5,Error,Card Reader Error,,Failed,58
07-03-2023,ATM_6,Transaction,Successful Transaction,2579.629687,Pending,16
07-03-2023,ATM_6,Error,Card Reader Error,,Completed,33
07-03-2023,ATM_6,Transaction,Card Reader Error,3510.971886,Failed,21
07-03-2023,ATM_6,Cash Replenishment,Card Reader Error,3799.961785,Failed,51
07-03-2023,ATM_7,Maintenance,Card Reader Error,943.6439691,Completed,46
07-03-2023,ATM_7,Error,Card Reader Error,,Completed,36
07-03-2023,ATM_8,Maintenance,Cash Loaded,591.5572737,Completed,37
07-03-2023,ATM_8,Maintenance,Cash Loaded,2020.762528,Pending,6
07-03-2023,ATM_8,Transaction,Card Reader Error,,Failed,36
07-03-2023,ATM_8,Cash Replenishment,Card Reader Error,2985.131892,Pending,7
07-03-2023,ATM_9,Transaction,Routine Maintenance,,Completed,38
07-03-2023,ATM_9,Cash Replenishment,Successful Transaction,4534.226148,Failed,58
07-03-2023,ATM_10,Cash Replenishment,Successful Transaction,2796.491888,Failed,60
07-03-2023,ATM_10,Cash Replenishment,Dispensing Error,2916.749574,Pending,28
07-03-2023,ATM_10,Transaction,Card Reader Error,1147.941579,Failed,29
07-03-2023,ATM_10,Cash Replenishment,Card Reader Error,4242.600597,Failed,48
07-03-2023,ATM_10,Cash Replenishment,Dispensing Error,3237.810602,Pending,15
08-03-2023,ATM_1,Transaction,Successful Transaction,3523.302366,Pending,5
08-03-2023,ATM_2,Transaction,Successful Transaction,2406.495751,Completed,52
08-03-2023,ATM_2,Error,Routine Maintenance,,Completed,25
08-03-2023,ATM_2,Maintenance,Routine Maintenance,,Pending,34
08-03-2023,ATM_2,Cash Replenishment,Routine Maintenance,,Pending,9
08-03-2023,ATM_2,Transaction,Successful Transaction,,Failed,27
08-03-2023,ATM_3,Transaction,Dispensing Error,,Failed,29
08-03-2023,ATM_3,Cash Replenishment,Successful Transaction,2429.754603,Pending,40
08-03-2023,ATM_3,Cash Replenishment,Dispensing Error,1604.813282,Pending,20
08-03-2023,ATM_3,Cash Replenishment,Routine Maintenance,2734.457374,Pending,18
08-03-2023,ATM_4,Error,Dispensing Error,,Failed,53
08-03-2023,ATM_4,Cash Replenishment,Dispensing Error,,Completed,50
08-03-2023,ATM_4,Error,Successful Transaction,,Completed,54
08-03-2023,ATM_4,Error,Cash Loaded,,Pending,52
08-03-2023,ATM_4,Maintenance,Dispensing Error,234.5073725,Pending,15
08-03-2023,ATM_5,Error,Cash Loaded,1618.602192,Completed,35
08-03-2023,ATM_5,Error,Routine Maintenance,,Failed,37
08-03-2023,ATM_6,Transaction,Dispensing Error,3981.761799,Failed,28
08-03-2023,ATM_6,Cash Replenishment,Card Reader Error,,Failed,36
08-03-2023,ATM_6,Transaction,Card Reader Error,1998.499399,Completed,40
08-03-2023,ATM_6,Maintenance,Dispensing Error,,Pending,8
08-03-2023,ATM_7,Error,Cash Loaded,1166.965697,Pending,8
08-03-2023,ATM_8,Transaction,Cash Loaded,,Failed,13
08-03-2023,ATM_9,Error,Dispensing Error,187.506067,Failed,9
08-03-2023,ATM_9,Cash Replenishment,Dispensing Error,3628.165584,Completed,24
08-03-2023,ATM_9,Transaction,Routine Maintenance,,Pending,25
08-03-2023,ATM_9,Cash Replenishment,Dispensing Error,,Pending,43
08-03-2023,ATM_10,Maintenance,Dispensing Error,2910.111094,Completed,32
08-03-2023,ATM_10,Transaction,Card Reader Error,813.1373063,Completed,26
08-03-2023,ATM_10,Transaction,Routine Maintenance,,Pending,8
08-03-2023,ATM_10,Transaction,Dispensing Error,870.2024116,Pending,14
09-03-2023,ATM_1,Maintenance,Dispensing Error,841.4340616,Completed,9
09-03-2023,ATM_2,Transaction,Cash Loaded,193.6682918,Failed,57
09-03-2023,ATM_2,Maintenance,Cash Loaded,588.7496696,Failed,16
09-03-2023,ATM_2,Maintenance,Dispensing Error,,Pending,56
09-03-2023,ATM_2,Cash Replenishment,Card Reader Error,4590.73267,Failed,8
09-03-2023,ATM_3,Transaction,Card Reader Error,,Completed,17
09-03-2023,ATM_3,Transaction,Cash Loaded,,Completed,11
09-03-2023,ATM_3,Transaction,Dispensing Error,976.1770491,Pending,33
09-03-2023,ATM_4,Transaction,Successful Transaction,4033.541104,Pending,43
09-03-2023,ATM_4,Cash Replenishment,Card Reader Error,,Pending,57
09-03-2023,ATM_4,Maintenance,Dispensing Error,717.2099811,Failed,41
09-03-2023,ATM_4,Transaction,Card Reader Error,,Failed,11
09-03-2023,ATM_5,Transaction,Card Reader Error,1788.07728,Failed,30
09-03-2023,ATM_6,Maintenance,Card Reader Error,,Failed,18
09-03-2023,ATM_6,Error,Card Reader Error,4341.140261,Failed,56
09-03-2023,ATM_6,Maintenance,Successful Transaction,,Completed,6
09-03-2023,ATM_6,Maintenance,Routine Maintenance,3441.869269,Completed,56
09-03-2023,ATM_6,Error,Routine Maintenance,,Pending,52
09-03-2023,ATM_7,Error,Card Reader Error,,Completed,19
09-03-2023,ATM_8,Transaction,Dispensing Error,4495.438864,Completed,48
09-03-2023,ATM_8,Error,Routine Maintenance,,Completed,13
09-03-2023,ATM_8,Transaction,Routine Maintenance,,Failed,29
09-03-2023,ATM_8,Error,Successful Transaction,4528.521442,Failed,23
09-03-2023,ATM_8,Error,Routine Maintenance,,Completed,45
09-03-2023,ATM_9,Cash Replenishment,Dispensing Error,3701.87559,Failed,5
09-03-2023,ATM_9,Transaction,Successful Transaction,,Completed,30
09-03-2023,ATM_9,Cash Replenishment,Card Reader Error,,Failed,36
09-03-2023,ATM_10,Error,Dispensing Error,2922.26546,Failed,46
09-03-2023,ATM_10,Transaction,Routine Maintenance,,Failed,13
09-03-2023,ATM_10,Error,Dispensing Error,2756.95908,Failed,56
09-03-2023,ATM_10,Maintenance,Successful Transaction,,Completed,15
09-03-2023,ATM_10,Error,Cash Loaded,,Completed,51
10-03-2023,ATM_1,Maintenance,Successful Transaction,3463.468183,Completed,47
10-03-2023,ATM_1,Error,Dispensing Error,,Failed,36
10-03-2023,ATM_1,Cash Replenishment,Card Reader Error,4262.837036,Failed,27
10-03-2023,ATM_2,Error,Successful Transaction,4816.945507,Failed,39
10-03-2023,ATM_2,Cash Replenishment,Cash Loaded,2178.630488,Completed,38
10-03-2023,ATM_2,Error,Successful Transaction,2261.215815,Completed,50
10-03-2023,ATM_3,Transaction,Cash Loaded,,Pending,16
10-03-2023,ATM_3,Maintenance,Successful Transaction,3816.137414,Failed,36
10-03-2023,ATM_3,Maintenance,Dispensing Error,,Completed,6
10-03-2023,ATM_4,Transaction,Successful Transaction,,Failed,46
10-03-2023,ATM_4,Error,Successful Transaction,4144.274075,Pending,56
10-03-2023,ATM_4,Cash Replenishment,Routine Maintenance,2339.825422,Failed,54
10-03-2023,ATM_4,Cash Replenishment,Successful Transaction,,Failed,5
10-03-2023,ATM_5,Cash Replenishment,Dispensing Error,828.1681847,Pending,11
10-03-2023,ATM_5,Transaction,Card Reader Error,2631.896876,Completed,34
10-03-2023,ATM_5,Transaction,Dispensing Error,3109.058204,Pending,56
10-03-2023,ATM_6,Transaction,Cash Loaded,3070.299794,Completed,53
10-03-2023,ATM_6,Error,Successful Transaction,,Pending,36
10-03-2023,ATM_6,Error,Card Reader Error,,Failed,35
10-03-2023,ATM_6,Error,Successful Transaction,,Failed,60
10-03-2023,ATM_7,Transaction,Successful Transaction,,Pending,12
10-03-2023,ATM_7,Cash Replenishment,Dispensing Error,2513.895984,Pending,9
10-03-2023,ATM_7,Maintenance,Routine Maintenance,,Completed,53
10-03-2023,ATM_7,Maintenance,Routine Maintenance,,Pending,51
10-03-2023,ATM_8,Cash Replenishment,Dispensing Error,,Pending,30
10-03-2023,ATM_8,Maintenance,Dispensing Error,,Failed,7
10-03-2023,ATM_8,Maintenance,Card Reader Error,4462.760873,Pending,44
10-03-2023,ATM_8,Cash Replenishment,Card Reader Error,2053.090031,Failed,8
10-03-2023,ATM_8,Maintenance,Routine Maintenance,3476.663324,Failed,35
10-03-2023,ATM_9,Cash Replenishment,Dispensing Error,,Failed,25
10-03-2023,ATM_10,Transaction,Routine Maintenance,,Pending,11
10-03-2023,ATM_10,Cash Replenishment,Successful Transaction,4654.158374,Pending,52
10-03-2023,ATM_10,Transaction,Routine Maintenance,3675.719279,Failed,27
11-03-2023,ATM_1,Cash Replenishment,Card Reader Error,,Completed,13
11-03-2023,ATM_1,Maintenance,Card Reader Error,,Failed,54
11-03-2023,ATM_1,Error,Successful Transaction,847.2485572,Completed,35
11-03-2023,ATM_1,Cash Replenishment,Card Reader Error,,Completed,7
11-03-2023,ATM_2,Maintenance,Card Reader Error,1236.834444,Failed,21
11-03-2023,ATM_2,Error,Dispensing Error,4427.693853,Completed,31
11-03-2023,ATM_2,Error,Cash Loaded,,Completed,32
11-03-2023,ATM_2,Error,Card Reader Error,,Completed,18
11-03-2023,ATM_2,Maintenance,Routine Maintenance,,Failed,30
11-03-2023,ATM_3,Transaction,Successful Transaction,,Pending,40
11-03-2023,ATM_3,Error,Card Reader Error,2009.679069,Pending,21
11-03-2023,ATM_3,Transaction,Card Reader Error,713.2550462,Completed,35
11-03-2023,ATM_3,Transaction,Successful Transaction,4250.016288,Pending,56
11-03-2023,ATM_4,Cash Replenishment,Card Reader Error,3290.423625,Failed,59
11-03-2023,ATM_4,Error,Routine Maintenance,,Failed,60
11-03-2023,ATM_4,Error,Cash Loaded,,Pending,27
11-03-2023,ATM_4,Maintenance,Card Reader Error,,Failed,16
11-03-2023,ATM_5,Cash Replenishment,Successful Transaction,,Completed,56
11-03-2023,ATM_5,Error,Card Reader Error,,Completed,47
11-03-2023,ATM_5,Maintenance,Successful Transaction,2774.845565,Failed,12
11-03-2023,ATM_5,Maintenance,Dispensing Error,2710.852078,Pending,42
11-03-2023,ATM_5,Maintenance,Card Reader Error,869.8272112,Failed,18
11-03-2023,ATM_6,Transaction,Dispensing Error,,Pending,10
11-03-2023,ATM_6,Transaction,Cash Loaded,,Pending,39
11-03-2023,ATM_7,Maintenance,Cash Loaded,2880.752173,Pending,8
11-03-2023,ATM_7,Cash Replenishment,Cash Loaded,1143.31104,Failed,47
11-03-2023,ATM_7,Cash Replenishment,Cash Loaded,,Completed,36
11-03-2023,ATM_7,Transaction,Cash Loaded,4161.764638,Failed,23
11-03-2023,ATM_8,Maintenance,Dispensing Error,2510.102501,Failed,37
11-03-2023,ATM_8,Cash Replenishment,Routine Maintenance,,Failed,60
11-03-2023,ATM_8,Transaction,Dispensing Error,2201.305894,Failed,24
11-03-2023,ATM_9,Error,Cash Loaded,217.7918969,Completed,39
11-03-2023,ATM_10,Error,Cash Loaded,3585.817605,Pending,7
11-03-2023,ATM_10,Error,Cash Loaded,,Pending,29
11-03-2023,ATM_10,Error,Card Reader Error,3402.712554,Completed,57
11-03-2023,ATM_10,Transaction,Routine Maintenance,,Pending,50
11-03-2023,ATM_10,Transaction,Cash Loaded,1250.315158,Completed,35
12-03-2023,ATM_1,Error,Dispensing Error,,Failed,23
12-03-2023,ATM_2,Maintenance,Card Reader Error,4041.683867,Failed,50
12-03-2023,ATM_2,Transaction,Successful Transaction,4218.218853,Failed,44
12-03-2023,ATM_2,Transaction,Dispensing Error,,Pending,47
12-03-2023,ATM_2,Error,Cash Loaded,,Pending,12
12-03-2023,ATM_3,Maintenance,Dispensing Error,1686.029139,Completed,9
12-03-2023,ATM_3,Cash Replenishment,Dispensing Error,4929.825491,Completed,11
12-03-2023,ATM_3,Maintenance,Card Reader Error,488.5622537,Pending,31
12-03-2023,ATM_3,Maintenance,Dispensing Error,,Completed,47
12-03-2023,ATM_3,Transaction,Cash Loaded,4438.739097,Completed,52
12-03-2023,ATM_4,Cash Replenishment,Cash Loaded,,Failed,43
12-03-2023,ATM_4,Cash Replenishment,Routine Maintenance,3781.263278,Pending,34
12-03-2023,ATM_4,Maintenance,Successful Transaction,1814.106407,Pending,22
12-03-2023,ATM_4,Transaction,Routine Maintenance,555.4337174,Pending,39
12-03-2023,ATM_5,Cash Replenishment,Routine Maintenance,2799.033287,Completed,44
12-03-2023,ATM_6,Maintenance,Routine Maintenance,,Completed,5
12-03-2023,ATM_7,Maintenance,Cash Loaded,4652.232452,Failed,38
12-03-2023,ATM_8,Transaction,Successful Transaction,4392.530871,Completed,15
12-03-2023,ATM_9,Cash Replenishment,Successful Transaction,,Failed,9
12-03-2023,ATM_10,Cash Replenishment,Routine Maintenance,,Completed,53
12-03-2023,ATM_10,Maintenance,Card Reader Error,,Failed,40
12-03-2023,ATM_10,Error,Cash Loaded,,Pending,48
12-03-2023,ATM_10,Error,Successful Transaction,1903.270581,Pending,55
13-03-2023,ATM_1,Error,Dispensing Error,,Failed,25
13-03-2023,ATM_1,Cash Replenishment,Cash Loaded,,Pending,15
13-03-2023,ATM_1,Error,Cash Loaded,,Completed,43
13-03-2023,ATM_1,Error,Dispensing Error,2617.388815,Pending,55
13-03-2023,ATM_1,Cash Replenishment,Card Reader Error,3755.272518,Completed,18
13-03-2023,ATM_2,Cash Replenishment,Dispensing Error,106.1391166,Failed,13
13-03-2023,ATM_3,Cash Replenishment,Card Reader Error,,Failed,58
13-03-2023,ATM_3,Transaction,Routine Maintenance,3897.572976,Failed,5
13-03-2023,ATM_3,Transaction,Card Reader Error,,Completed,49
13-03-2023,ATM_3,Error,Successful Transaction,1747.125584,Pending,11
13-03-2023,ATM_3,Error,Card Reader Error,3256.862791,Completed,43
13-03-2023,ATM_4,Transaction,Successful Transaction,1720.437324,Pending,52
13-03-2023,ATM_4,Transaction,Routine Maintenance,,Pending,23
13-03-2023,ATM_5,Cash Replenishment,Dispensing Error,,Completed,58
13-03-2023,ATM_5,Maintenance,Successful Transaction,1265.831929,Pending,9
13-03-2023,ATM_5,Transaction,Routine Maintenance,,Completed,17
13-03-2023,ATM_6,Maintenance,Card Reader Error,1287.929278,Pending,23
13-03-2023,ATM_6,Transaction,Dispensing Error,1466.104909,Pending,60
13-03-2023,ATM_6,Error,Routine Maintenance,,Completed,50
13-03-2023,ATM_6,Cash Replenishment,Routine Maintenance,,Completed,45
13-03-2023,ATM_7,Cash Replenishment,Cash Loaded,,Failed,55
13-03-2023,ATM_7,Maintenance,Routine Maintenance,,Failed,13
13-03-2023,ATM_7,Transaction,Cash Loaded,2479.247263,Failed,9
13-03-2023,ATM_7,Error,Cash Loaded,,Failed,58
13-03-2023,ATM_7,Maintenance,Successful Transaction,3577.727348,Pending,29
13-03-2023,ATM_8,Error,Dispensing Error,,Pending,50
13-03-2023,ATM_9,Error,Successful Transaction,4913.866692,Completed,12
13-03-2023,ATM_9,Transaction,Routine Maintenance,2948.040623,Completed,46
13-03-2023,ATM_9,Error,Routine Maintenance,2477.714928,Failed,55
13-03-2023,ATM_10,Error,Cash Loaded,2306.796967,Failed,9
14-03-2023,ATM_1,Error,Card Reader Error,,Pending,34
14-03-2023,ATM_1,Maintenance,Routine Maintenance,,Completed,10
14-03-2023,ATM_2,Error,Dispensing Error,620.7879938,Failed,40
14-03-2023,ATM_2,Transaction,Cash Loaded,,Failed,29
14-03-2023,ATM_2,Error,Dispensing Error,,Completed,21
14-03-2023,ATM_3,Transaction,Routine Maintenance,,Pending,40
14-03-2023,ATM_3,Cash Replenishment,Dispensing Error,4615.79365,Completed,29
14-03-2023,ATM_3,Transaction,Routine Maintenance,,Completed,17
14-03-2023,ATM_3,Cash Replenishment,Dispensing Error,2184.41675,Completed,38
14-03-2023,ATM_4,Maintenance,Cash Loaded,786.2504119,Failed,40
14-03-2023,ATM_4,Cash Replenishment,Routine Maintenance,,Completed,35
14-03-2023,ATM_5,Error,Successful Transaction,,Failed,59
14-03-2023,ATM_5,Cash Replenishment,Routine Maintenance,1125.646334,Pending,48
14-03-2023,ATM_5,Error,Routine Maintenance,,Failed,25
14-03-2023,ATM_5,Transaction,Card Reader Error,,Failed,12
14-03-2023,ATM_6,Error,Card Reader Error,3979.0685,Pending,53
14-03-2023,ATM_6,Cash Replenishment,Cash Loaded,1151.493207,Failed,34
14-03-2023,ATM_6,Error,Routine Maintenance,,Completed,15
14-03-2023,ATM_6,Transaction,Card Reader Error,,Failed,19
14-03-2023,ATM_7,Error,Card Reader Error,2891.64011,Pending,16
14-03-2023,ATM_7,Transaction,Successful Transaction,,Failed,30
14-03-2023,ATM_7,Error,Successful Transaction,,Completed,58
14-03-2023,ATM_7,Cash Replenishment,Dispensing Error,302.0336552,Pending,57
14-03-2023,ATM_8,Error,Routine Maintenance,198.947079,Pending,38
14-03-2023,ATM_8,Maintenance,Dispensing Error,2455.413502,Completed,45
14-03-2023,ATM_9,Error,Routine Maintenance,,Completed,43
14-03-2023,ATM_9,Error,Cash Loaded,,Pending,20
14-03-2023,ATM_9,Cash Replenishment,Successful Transaction,3746.6316,Pending,35
14-03-2023,ATM_9,Maintenance,Cash Loaded,4327.846348,Pending,59
14-03-2023,ATM_9,Cash Replenishment,Successful Transaction,,Completed,34
14-03-2023,ATM_10,Transaction,Cash Loaded,714.9167473,Failed,58
14-03-2023,ATM_10,Error,Cash Loaded,,Pending,34
15-03-2023,ATM_1,Transaction,Successful Transaction,,Failed,6
15-03-2023,ATM_1,Error,Routine Maintenance,,Failed,23
15-03-2023,ATM_1,Cash Replenishment,Routine Maintenance,3151.279944,Failed,47
15-03-2023,ATM_1,Maintenance,Successful Transaction,,Failed,58
15-03-2023,ATM_1,Transaction,Card Reader Error,4921.20062,Pending,32
15-03-2023,ATM_2,Maintenance,Successful Transaction,,Pending,40
